page,format,group,name,variant,description,item_code,dimensions,unit,skid_size,price,trade_price,unit_price,splitting_fee,delivery,raw
10,paver_slab,Molina,Montebello,,,,,SqFt,,$5.18,,,64¢,35¢,Montebello SqFt $5.18 64¢ 35¢
10,paver_slab,Nueva,60mm,,,,,SqFt,,$5.31,,,54¢,30¢,60mm SqFt $5.31 54¢ 30¢
10,paver_slab,Nueva,60mm -16 x 32,,,,,SqFt,,$5.86,,,54¢,30¢,60mm -16 x 32 SqFt $5.86 54¢ 30¢
10,paver_slab,Nueva,60mm XL,,,,,SqFt,,$6.16,,,54¢,30¢,60mm XL SqFt $6.16 54¢ 30¢
10,paver_slab,Nueva,"80mm-Combo, Small",,,,,SqFt,,$6.37,,,73¢,39¢,"80mm-Combo, Small SqFt $6.37 73¢ 39¢"
10,paver_slab,Rectangle,80mm-Large Rectangle,,,,,SqFt,,$7.10,,,73¢,39¢,80mm-Large Rectangle SqFt $7.10 73¢ 39¢
10,paver_slab,Rialto,60 mm,,,,,SqFt,,$5.31,,,54¢,30¢,60 mm SqFt $5.31 54¢ 30¢
10,paver_slab,Rialto,80mm,,,,,SqFt,,$6.37,,,73¢,39¢,80mm SqFt $6.37 73¢ 39¢
10,paver_slab,Rialto,Ridgefield Plus,,,,,SqFt,,$4.55,,,64¢,35¢,Ridgefield Plus SqFt $4.55 64¢ 35¢
10,paver_slab,Rialto,Ridgefield Smooth,,,,,SqFt,,$4.55,,,64¢,35¢,Ridgefield Smooth SqFt $4.55 64¢ 35¢
10,paver_slab,IY 1•A&UttOM lll(R,Strassa,,,,,SqFt,,$6.88,,,54¢,32¢,Strassa SqFt $6.88 54¢ 32¢
10,paver_slab,IY 1•A&UttOM lll(R,Turf Slab - Custom Order **,,,,,SqFt,,$3.39,,,73¢,39¢,Turf Slab - Custom Order ** SqFt $3.39 73¢ 39¢
10,paver_slab,IY 1•A&UttOM lll(R,Villanova-Limited Availability,,,,,SqFt,,$7.06,,,73¢,39¢,Villanova-Limited Availability SqFt $7.06 73¢ 39¢
10,paver_slab,Yorkville,60 mm,,,,,SqFt,,$5.86,,,54¢,30¢,60 mm SqFt $5.86 54¢ 30¢
10,paver_slab,Yorkville,80 mm,,,,,SqFt,,$7.12,,,73¢,39¢,80 mm SqFt $7.12 73¢ 39¢
10,paver_slab,Gardenia,Corner - Colour,,,,,Each,,$8.83,,,69¢,49¢,Corner - Colour Each $8.83 69¢ 49¢
10,paver_slab,Gardenia,Gardenia Linear,,,,,Each,,$14.27,,,$1.38,94¢,Gardenia Linear Each $14.27 $1.38 94¢
10,paver_slab,Laredo,Laredo — Standard Colours,Standard Colours,,,,Each,,$4.92,,,48¢,33¢,Standard Colours Each $4.92 48¢ 33¢
10,paver_slab,Laredo,Standard Onyx,,,,,Each,,$5.52,,,48¢,33¢,Standard Onyx Each $5.52 48¢ 33¢
10,paver_slab,Laredo,Laredo — Tapered Colours,Tapered Colours,,,,Each,,$3.20,,,48¢,33¢,Tapered Colours Each $3.20 48¢ 33¢
10,paver_slab,Laredo,Tapered Onyx,,,,,Each,,$3.44,,,48¢,33¢,Tapered Onyx Each $3.44 48¢ 33¢
10,paver_slab,Modan Wall,Coping,,,,,Piece,,$13.00,,,83¢,,Coping Piece $13.00 83¢
10,paver_slab,Modan Wall,Linear,,,,,Each,,$8.49,,,83¢,57¢,Linear Each $8.49 83¢ 57¢
10,paver_slab,Modan Wall,Modeco One,,,,,Each,,$2.77,,,22¢,17¢,Modeco One Each $2.77 22¢ 17¢
10,paver_slab,Modan Wall,Nueva Pillar Cap,,,,,Piece,,$87.80,,,$1.06,72¢,Nueva Pillar Cap Piece $87.80 $1.06 72¢
10,paver_slab,Nueva Wall,150 Corner,,,,,Piece,,$10.53,,,92¢,64¢,150 Corner Piece $10.53 92¢ 64¢
10,paver_slab,Nueva Wall,Coping,,,,,Piece,,$13.59,,,$1.21,83¢,Coping Piece $13.59 $1.21 83¢
12,paver_slab,I Sold Bundle Splitting,Arcana,,,,,SqFt,,$23.49,,,37¢,26¢,Arcana SqFt $23.49 37¢ 26¢
12,paver_slab,Beacon Hill Flagstone,Beacon Hill Flagstone — 6 cm -Colours,6 cm -Colours,,,,SqFt,,$6.93,,,54¢,30¢,6 cm -Colours SqFt $6.93 54¢ 30¢
12,paver_slab,Beacon Hill Flagstone,Beacon Hill Flagstone — 8 cm -Colours,8 cm -Colours,,,,SqFt,,$8.52,,,73¢,39¢,8 cm -Colours SqFt $8.52 73¢ 39¢
12,paver_slab,Beacon Hill Smooth,Beacon Hill Smooth — 6cm,6cm,,,,SqFt,,$8.52,,,54¢,30¢,6cm SqFt $8.52 54¢ 30¢
12,paver_slab,Beacon Hill Smooth,Beacon Hill Smooth — 6 cm -XL 22 x 37,6 cm -XL 22 x 37,,,,SqFt,,$7.58,,,54¢,30¢,6 cm -XL 22 x 37 SqFt $7.58 54¢ 30¢
12,paver_slab,Beacon Hill Smooth,Beacon Hill Smooth — 8cm,8cm,,,,SqFt,,$8.52,,,73¢,39¢,8cm SqFt $8.52 73¢ 39¢
12,paver_slab,Brussels Block,Brussels Block — Colours,Colours,,,,SqFt,,$6.38,,,64¢,35¢,Colours SqFt $6.38 64¢ 35¢
12,paver_slab,Brussels Block,Brussels Block — Midnight,Midnight,,,,SqFt,,$7.49,,,64¢,35¢,Midnight SqFt $7.49 64¢ 35¢
12,paver_slab,Brussels Fullnose,Brussels Fullnose — Colours,Colours,,,,LnFt,,$9.01,,,64¢,35¢,Colours LnFt $9.01 64¢ 35¢
12,paver_slab,Brussels Fullnose,Brussels Fullnose — Midnight,Midnight,,,,LnFt,,$10.15,,,64¢,35¢,Midnight LnFt $10.15 64¢ 35¢
12,paver_slab,Brussels Fullnose,Copthorne,,,,,SqFt,,$13.45,,,54¢,30¢,Copthorne SqFt $13.45 54¢ 30¢
12,paver_slab,TM,Courtstone,,,,,SqFt,,$13.41,,,54¢,30¢,Courtstone SqFt $13.41 54¢ 30¢
12,paver_slab,Eco-Promenade,EcoTerra,,,,,SqFt,,$11.68,,,54¢,30¢,EcoTerra SqFt $11.68 54¢ 30¢
12,paver_slab,Eco-Promenade,Hollandstone 6 cm Premier,,,,,SqFt,,$5.65,,,54¢,30¢,Hollandstone 6 cm Premier SqFt $5.65 54¢ 30¢
12,paver_slab,TM,Mattoni,,,,,SqFt,,$7.75,,,64¢,35¢,Mattoni SqFt $7.75 64¢ 35¢
12,paver_slab,TM,Nordic Cobble,,,,,SqFt,,$6.85,,,54¢,30¢,Nordic Cobble SqFt $6.85 54¢ 30¢
12,paver_slab,TM,Northshore,,,,,SqFt,,$8.59,,,64¢,35¢,Northshore SqFt $8.59 64¢ 35¢
12,paver_slab,TM,Richcliff,,,,,SqFt,,$13.41,,,54¢,30¢,Richcliff SqFt $13.41 54¢ 30¢
12,paver_slab,TM,Soreno Slab,,,,,SqFt,,$22.00,,,54¢,30¢,Soreno Slab SqFt $22.00 54¢ 30¢
12,paver_slab,TM,Town Hall,,,,,SqFt,,$15.45,,,64¢,35¢,Town Hall SqFt $15.45 64¢ 35¢
12,paver_slab,TM,Treo Smooth,,,,,SqFt,,$5.43,,,73¢,39¢,Treo Smooth SqFt $5.43 73¢ 39¢
12,paver_slab,Trevia,Trevia — 6cm,6cm,,,,SqFt,,$5.85,,,54¢,30¢,6cm SqFt $5.85 54¢ 30¢
12,paver_slab,Trevia,Trevia — 8cm,8cm,,,,SqFt,,$7.89,,,54¢,30¢,8cm SqFt $7.89 54¢ 30¢
12,paver_slab,Tribeca Cobble,Tribeca Cobble Premier**,,,,,SqFt,,$8.52,,,64¢,35¢,Tribeca Cobble Premier** .... SqFt $8.52 64¢ 35¢
12,paver_slab,TM,TM — 10 cm,10 cm,,,,SqFt,,$14.88,,,90¢,49¢,10 cm SqFt $14.88 90¢ 49¢
12,paver_slab,TM,TM — 6cm,6cm,,,,SqFt,,$8.61,,,64¢,35¢,6cm SqFt $8.61 64¢ 35¢
12,paver_slab,TM,TM — 7cm,7cm,,,,SqFt,,$11.89,,,64¢,35¢,7cm SqFt $11.89 64¢ 35¢
12,paver_slab,TM,TM — 8cm,8cm,,,,SqFt,,$12.72,,,30¢,,8cm SqFt $12.72 30¢
12,paver_slab,TM,Unigranite,,,,,SqFt,,$11.44,,,64¢,35¢,Unigranite SqFt $11.44 64¢ 35¢
12,paver_slab,Urban,Urban — 10 cm,10 cm,,,,SqFt,,$11.07,,,90¢,49¢,10 cm SqFt $11.07 90¢ 49¢
12,paver_slab,Urban,Urban — 6cm,6cm,,,,SqFt,,$6.36,,,54¢,30¢,6cm SqFt $6.36 54¢ 30¢
12,paver_slab,Urban,Urban — 6 cm -18 x 36,6 cm -18 x 36,,,,SqFt,,$7.78,,,54¢,30¢,6 cm -18 x 36 SqFt $7.78 54¢ 30¢
12,paver_slab,Urban,"Urban — 6 cm -18x36 Linen Buff,","6 cm -18x36 Linen Buff,",,,,SqFt,,$8.64,,,54¢,30¢,"6 cm -18x36 Linen Buff, SqFt $8.64 54¢ 30¢"
12,paver_slab,Grey,Urban Eco Terra,,,,,SqFt,,$9.44,,,54¢,30¢,Urban Eco Terra SqFt $9.44 54¢ 30¢
12,paver_slab,TM,Windermere Flagstone,,,,,SqFt,,$5.38,,,64¢,35¢,Windermere Flagstone SqFt $5.38 64¢ 35¢
12,paver_slab,TM,TM — 10 cm,10 cm,,,,SqFt,,$8.42,,,90¢,,10 cm - SqFt $8.42 90¢
12,paver_slab,TM,TM — 6cm,6cm,,,,SqFt,,$4.85,,,54¢,30¢,6cm SqFt $4.85 54¢ 30¢
12,paver_slab,TM,TM — 7cm,7cm,,,,SqFt,,$5.38,,,64¢,35¢,7cm SqFt $5.38 64¢ 35¢
12,paver_slab,Brussels Dimensional Stone,Brussels Dimensional Stone — Colours,Colours,,,,Piece,,$5.78,,,47¢,32¢,Colours Piece $5.78 47¢ 32¢
12,paver_slab,Brussels Dimensional Stone,Brussels Dimensional Stone — Midnight,Midnight,,,,Piece,,$6.76,,,47¢,32¢,Midnight Piece $6.76 47¢ 32¢
12,paver_slab,Endura Coping,14 24,,,,,Piece,,$48.09,,,98¢,68¢,14 24 Piece $48.09 98¢ 68¢
12,paver_slab,Endura Coping,"Endura Coping — 14 x 24 -Linen Buff,Grey","14 x 24 -Linen Buff,Grey",,,,Piece,,$45.70,,,98¢,68¢,"14 x 24 -Linen Buff,Grey Piece $45.70 98¢ 68¢"
12,paver_slab,Endura Coping,Endura Coping — 19 X 36,19 X 36,,,,Piece,,$98.02,,,98¢,68¢,19 X 36 Piece $98.02 98¢ 68¢
12,paver_slab,Endura Coping,"Endura Coping — 19 x 36 -Linen Buff,Grey","19 x 36 -Linen Buff,Grey",,,,Piece,,$93.02,,,98¢,68¢,"19 x 36 -Linen Buff,Grey Piece $93.02 98¢ 68¢"
12,paver_slab,Endura Coping,IE _nd_u_ra_ P_il _la _r C_ a...;..p ___ __.l,,,,,Piece,,$129.221,,,86¢,83¢,IE _nd_u_ra_ P_il _la _r C_ a...;..p ___ __.l Piece I $129.221 86¢ I 83¢
13,paver_slab,Aberdeen HD² Klean-Bloc,"Combo, 30x10, 30x20",,,,,SqFt,,$13.37,,,40¢,30¢,"Combo, 30x10, 30x20 SqFt $13.37 40¢ 30¢"
13,paver_slab,Aberdeen HD² Klean-Bloc,Aberdeen HD² Klean-Bloc — 30 x 30,30 x 30,,,,SqFt,,$15.55,,,39¢,30¢,30 x 30 SqFt $15.55 39¢ 30¢
13,paver_slab,Blu Grande,"Smooth-Onyx,Nickel, Cream",,,,,SqFt,,$7.39,,,54¢,30¢,"Smooth-Onyx,Nickel, Cream SqFt $7.39 54¢ 30¢"
13,paver_slab,Blu Grande,Smooth,,,,,SqFt,,$6.19,,,54¢,30¢,Smooth SqFt $6.19 54¢ 30¢
13,paver_slab,Blu Grande,Slate,,,,,SqFt,,$6.19,,,54¢,30¢,Slate SqFt $6.19 54¢ 30¢
13,paver_slab,Blu Grande,"HD² - Nickel,Beige,Caffè",,,,,SqFt,,$7.39,,,54¢,30¢,"HD² - Nickel,Beige,Caffè SqFt $7.39 54¢ 30¢"
13,paver_slab,Blu Grande,HD²,,,,,SqFt,,$6.63,,,54¢,30¢,HD² SqFt $6.63 54¢ 30¢
13,paver_slab,Blu Grande Polished - Custom Order,"Shale, Chestnut **",,,,,SqFt,,$10.74,,,54¢,30¢,"Shale, Chestnut ** SqFt $10.74 54¢ 30¢"
13,paver_slab,Blu Grande Polished - Custom Order,Blu Grande Polished - Custom Order — Colours **,Colours **,,,,SqFt,,$11.89,,,54¢,30¢,Colours ** SqFt $11.89 54¢ 30¢
13,paver_slab,Blu Polished-Custom Order,"Shale, Chestnut **",,,,,SqFt,,$8.11,,,54¢,30¢,"Shale, Chestnut ** SqFt $8.11 54¢ 30¢"
13,paver_slab,Blu Polished-Custom Order,Blu Polished-Custom Order — Colours **,Colours **,,,,SqFt,,$8.73,,,54¢,30¢,Colours ** SqFt $8.73 54¢ 30¢
13,paver_slab,Blu Slate,"Onyx, Chocolate",,,,,SqFt,,$5.92,,,54¢,30¢,"Onyx, Chocolate SqFt $5.92 54¢ 30¢"
13,paver_slab,Blu Slate,Blu Slate — Colours,Colours,,,,SqFt,,$5.07,,,54¢,30¢,Colours SqFt $5.07 54¢ 30¢
13,paver_slab,Blu Smooth,"Onyx, Chocolate, Nickel,",,,,,SqFt,,$5.92,,,54¢,30¢,"Onyx, Chocolate, Nickel, SqFt $5.92 54¢ 30¢"
13,paver_slab,Cream,"HD²-Onyx,Caffè",,,,,SqFt,,$5.98,,,54¢,30¢,"HD²-Onyx,Caffè SqFt $5.98 54¢ 30¢"
13,paver_slab,"Nickel,Cream",HD²,,,,,SqFt,,$5.58,,,54¢,30¢,HD² SqFt $5.58 54¢ 30¢
13,paver_slab,"Nickel,Cream","Nickel,Cream — Colours",Colours,,,,SqFt,,$5.07,,,54¢,30¢,Colours SqFt $5.07 54¢ 30¢
13,paver_slab,Borealis HD2 Klean-Bloc,Borealis HD2 Klean-Bloc — 5 x 30,5 x 30,,,,SqFt,,$15.64,,,54¢,30¢,5 x 30 SqFt $15.64 54¢ 30¢
13,paver_slab,Borealis HD2 Klean-Bloc,Borealis HD2 Klean-Bloc — 10 x 30,10 x 30,,,,SqFt,,$14.65,,,54¢,30¢,10 x 30 SqFt $14.65 54¢ 30¢
13,paver_slab,Product Size and Colour,Borealis Stepping Stone,,,,,Each,,$45.08,,,$1.21,93¢,Borealis Stepping Stone Each $45.08 $1.21 93¢
13,paver_slab,Everest HD2,"Other Sizes - Nickel, Caffe",,,,,SqFt,,$12.92,,,54¢,30¢,"Other Sizes - Nickel, Caffe SqFt $12.92 54¢ 30¢"
13,paver_slab,Everest HD2,Other Sizes - Nickel,,,,,SqFt,,$12.92,,,54¢,30¢,Other Sizes - Nickel SqFt $12.92 54¢ 30¢
13,paver_slab,Everest HD2,Everest HD2 — Other Sizes - Colours,Other Sizes - Colours,,,,SqFt,,$12.31,,,54¢,30¢,Other Sizes - Colours SqFt $12.31 54¢ 30¢
13,paver_slab,Everest HD2,"Everest HD2 — 500 x 500 - Nickel, Caffe","500 x 500 - Nickel, Caffe",,,,SqFt,,$15.68,,,54¢,30¢,"500 x 500 - Nickel, Caffe SqFt $15.68 54¢ 30¢"
13,paver_slab,Everest HD2,Everest HD2 — 500 x 500 - Colours,500 x 500 - Colours,,,,SqFt,,$14.93,,,54¢,30¢,500 x 500 - Colours SqFt $14.93 54¢ 30¢
13,paver_slab,Hexa HD² Slab,"Nickel, Beige, Onyx, Caffe",,,,,SqFt,,$9.01,,,54¢,30¢,"Nickel, Beige, Onyx, Caffe SqFt $9.01 54¢ 30¢"
13,paver_slab,Hexa HD² Slab,Hexa HD² Slab — Colours,Colours,,,,SqFt,,$8.58,,,54¢,30¢,Colours SqFt $8.58 54¢ 30¢
13,paver_slab,Hexa HD² Slab,Inca HD²,,,,,SqFt,,$10.75,,,39¢,30¢,Inca HD² SqFt $10.75 39¢ 30¢
13,paver_slab,Hexa HD² Slab,Industria Flora,,,,,SqFt,,$13.53,,,54¢,30¢,Industria Flora SqFt $13.53 54¢ 30¢
13,paver_slab,Industria Slab,Smooth-Silver Granite **,,,,,SqFt,,$8.89,,,54¢,30¢,Smooth-Silver Granite ** SqFt $8.89 54¢ 30¢
13,paver_slab,Industria Slab,"Smooth-Beige,Nickel,Caffè,O",,,,,SqFt,,$8.08,,,54¢,30¢,"Smooth-Beige,Nickel,Caffè,O SqFt $8.08 54¢ 30¢"
13,paver_slab,nyx **,"Smooth-Beige,Nickel,Caffè **",,,,,SqFt,,$8.42,,,54¢,30¢,"Smooth-Beige,Nickel,Caffè ** SqFt $8.42 54¢ 30¢"
13,paver_slab,nyx **,Smooth **,,,,,SqFt,,$8.58,,,54¢,30¢,Smooth ** SqFt $8.58 54¢ 30¢
13,paver_slab,nyx **,"Polished - Shale, Chestnut **",,,,,SqFt,,$13.14,,,54¢,30¢,"Polished - Shale, Chestnut ** SqFt $13.14 54¢ 30¢"
13,paver_slab,nyx **,nyx ** — Polished - Colours **,Polished - Colours **,,,,SqFt,,$13.56,,,54¢,30¢,Polished - Colours ** SqFt $13.56 54¢ 30¢
13,paver_slab,nyx **,Granitex **,,,,,SqFt,,$12.14,,,54¢,30¢,Granitex ** SqFt $12.14 54¢ 30¢
13,paver_slab,nyx **,Ocean Grande HD²,,,,,SqFt,,$10.89,,,54¢,30¢,Ocean Grande HD² SqFt $10.89 54¢ 30¢
13,paver_slab,Para Smooth HD²,Other Sizes - Silver Granite **,,,,,SqFt,,$8.89,,,54¢,30¢,Other Sizes - Silver Granite ** SqFt $8.89 54¢ 30¢
13,paver_slab,Para Smooth HD²,Para Smooth HD² — Other Sizes - Colours **,Other Sizes - Colours **,,,,SqFt,,$8.42,,,54¢,30¢,Other Sizes - Colours ** SqFt $8.42 54¢ 30¢
13,paver_slab,Para Smooth HD²,Para Smooth HD² — 500x750 - Silver Granite **,500x750 - Silver Granite **,,,,SqFt,,$9.95,,,54¢,30¢,500x750 - Silver Granite ** SqFt $9.95 54¢ 30¢
13,paver_slab,Para Smooth HD²,Para Smooth HD² — 500x750 - Colours **,500x750 - Colours **,,,,SqFt,,$9.48,,,54¢,30¢,500x750 - Colours ** SqFt $9.48 54¢ 30¢
14,paver_slab,Terrazzo,Terrazzo — 600x600,600x600,,,,SqFt,,$19.00,,,54¢,30¢,600x600 SqFt $19.00 54¢ 30¢
14,paver_slab,Terrazzo,Terrazzo — 600x300,600x300,,,,SqFt,,$16.38,,,54¢,30¢,600x300 SqFt $16.38 54¢ 30¢
14,paver_slab,Terrazzo,Terrazzo — 600x150,600x150,,,,SqFt,,$16.38,,,54¢,30¢,600x150 SqFt $16.38 54¢ 30¢
14,paver_slab,Travertina Raw HD² Klean-Bloc,Travertina 30 x 30,,,,,SqFt,,$17.22,,,40¢,30¢,Travertina 30 x 30 SqFt $17.22 40¢ 30¢
14,paver_slab,Travertina Raw HD² Klean-Bloc,Other Sizes,,,,,SqFt,,$14.56,,,41¢,31¢,Other Sizes SqFt $14.56 41¢ 31¢
14,paver_slab,SYSTEMS By Fee,Blu 45 Slate,,,,,SqFt,,$5.27,,,32¢,26¢,Blu 45 Slate SqFt $5.27 32¢ 26¢
14,paver_slab,Blu Smooth,"Onyx, Nickel, Cream",,,,,SqFt,,$5.95,,,32¢,26¢,"Onyx, Nickel, Cream SqFt $5.95 32¢ 26¢"
14,paver_slab,Blu Smooth,Blu Smooth — Colours,Colours,,,,SqFt,,$5.27,,,32¢,26¢,Colours SqFt $5.27 32¢ 26¢
14,paver_slab,Pacific,Slab,,,,,SqFt,,$5.53,,,22¢,17¢,Slab SqFt $5.53 22¢ 17¢
14,paver_slab,Pacific,Cap,,,,,Piece,,$2.96,,,08¢,25¢,Cap Piece $2.96 08¢ 25¢
14,paver_slab,Antika,Onyx & Chocolate,,,,,SqFt,,$7.93,,,54¢,30¢,Onyx & Chocolate SqFt $7.93 54¢ 30¢
14,paver_slab,Antika,Antika — Colours,Colours,,,,SqFt,,$7.38,,,54¢,30¢,Colours SqFt $7.38 54¢ 30¢
14,paver_slab,Antika,Aquastorm,,,,,SqFt,,$7.68,,,90¢,49¢,Aquastorm SqFt $7.68 90¢ 49¢
14,paver_slab,Blu Polished-Custom Order,"Shale, Chestnut **",,,,,SqFt,,$11.42,,,73¢,39¢,"Shale, Chestnut ** SqFt $11.42 73¢ 39¢"
14,paver_slab,Blu Polished-Custom Order,Blu Polished-Custom Order — Colours **,Colours **,,,,SqFt,,$12.48,,,73¢,39¢,Colours ** SqFt $12.48 73¢ 39¢
14,paver_slab,Blu Slate,"Onyx, Chocolate",,,,,SqFt,,$7.77,,,73¢,39¢,"Onyx, Chocolate SqFt $7.77 73¢ 39¢"
14,paver_slab,Product Size and Colour,Product Size and Colour — Colours,Colours,,,,SqFt,,$6.68,,,73¢,39¢,Colours SqFt $6.68 73¢ 39¢
14,paver_slab,Blu Smooth,"Onyx, Chocolate, Greyed,",,,,,SqFt,,$7.77,,,73¢,39¢,"Onyx, Chocolate, Greyed, SqFt $7.77 73¢ 39¢"
14,paver_slab,Beige,"HD² - Onyx, Nickel, Caffe",,,,,SqFt,,$8.00,,,73¢,39¢,"HD² - Onyx, Nickel, Caffe SqFt $8.00 73¢ 39¢"
14,paver_slab,Beige,HD²,,,,,SqFt,,$7.61,,,73¢,39¢,HD² SqFt $7.61 73¢ 39¢
14,paver_slab,Beige,Beige — Colours,Colours,,,,SqFt,,$6.68,,,73¢,39¢,Colours SqFt $6.68 73¢ 39¢
14,paver_slab,Diamond HD²,"Smooth-Nickel,Beige, Onyx",,,,,SqFt,,$10.38,,,90¢,49¢,"Smooth-Nickel,Beige, Onyx SqFt $10.38 90¢ 49¢"
14,paver_slab,Diamond HD²,"Smooth-Chestnut, Shale **",,,,,SqFt,,$9.97,,,90¢,49¢,"Smooth-Chestnut, Shale ** SqFt $9.97 90¢ 49¢"
14,paver_slab,Diamond HD²,Granitex **,,,,,SqFt,,$13.47,,,90¢,49¢,Granitex ** SqFt $13.47 90¢ 49¢
14,paver_slab,Diamond HD²,Eva Slate,,,,,SqFt,,$4.54,,,54¢,30¢,Eva Slate SqFt $4.54 54¢ 30¢
14,paver_slab,Eva Smooth,Onyx Black,,,,,SqFt,,$5.19,,,54¢,30¢,Onyx Black SqFt $5.19 54¢ 30¢
14,paver_slab,Eva Smooth,Eva Smooth — Colours,Colours,,,,SqFt,,$4.49,,,54¢,30¢,Colours SqFt $4.49 54¢ 30¢
14,paver_slab,Hexa HD² Paver,"Nickel, Beige, Onyx **",,,,,SqFt,,$11.78,,,90¢,49¢,"Nickel, Beige, Onyx ** SqFt $11.78 90¢ 49¢"
14,paver_slab,Hexa HD² Paver,Hexa HD² Paver — Colours **,Colours **,,,,SqFt,,$11.22,,,90¢,49¢,Colours ** SqFt $11.22 90¢ 49¢
14,paver_slab,Hexa HD² Paver,Hydra,,,,,SqFt,,$9.37,,,90¢,49¢,Hydra SqFt $9.37 90¢ 49¢
14,paver_slab,Linea,Onyx,,,,,SqFt,,$7.21,,,90¢,49¢,Onyx SqFt $7.21 90¢ 49¢
14,paver_slab,Linea,Linea — Colours,Colours,,,,SqFt,,$6.18,,,90¢,49¢,Colours SqFt $6.18 90¢ 49¢
14,paver_slab,Linea,Mika HD² Klean-Bloc,,,,,SqFt,,$15.15,,,64¢,35¢,Mika HD² Klean-Bloc SqFt $15.15 64¢ 35¢
14,paver_slab,Linea,Mista,,,,,SqFt,,$5.16,,,64¢,35¢,Mista SqFt $5.16 64¢ 35¢
14,paver_slab,Linea,Oxford,,,,,SqFt,,$15.15,,,N/A,30¢,Oxford SqFt $15.15 N/A 30¢
14,paver_slab,Linea,Pure,,,,,SqFt,,$8.74,,,73¢,39¢,Pure SqFt $8.74 73¢ 39¢
15,paver_slab,Sleek HD²,Silver Granite,,,,,SqFt,,$11.12,,,65¢,50¢,Silver Granite SqFt $11.12 65¢ 50¢
15,paver_slab,Sleek HD²,"Nickel, Onyx, Beige, Caffe",,,,,SqFt,,$10.64,,,65¢,50¢,"Nickel, Onyx, Beige, Caffe SqFt $10.64 65¢ 50¢"
15,paver_slab,Sleek HD²,Sleek HD² — Colours,Colours,,,,SqFt,,$10.06,,,65¢,50¢,Colours SqFt $10.06 65¢ 50¢
15,paver_slab,Squadra - Slate,Onyx Black,,,,,SqFt,,$9.44,,,54¢,30¢,Onyx Black SqFt $9.44 54¢ 30¢
15,paver_slab,Squadra - Slate,Squadra - Slate — Colours,Colours,,,,SqFt,,$9.08,,,54¢,30¢,Colours SqFt $9.08 54¢ 30¢
15,paver_slab,Squadra - Slate,Terrazzo,,,,,SqFt,,$14.91,,,54¢,30¢,Terrazzo SqFt $14.91 54¢ 30¢
15,paver_slab,Squadra - Slate,Travertina Raw Paver HD²,,,,,SqFt,,$14.88,,,64¢,35¢,Travertina Raw Paver HD² SqFt $14.88 64¢ 35¢
15,paver_slab,Valet,Onyx Black,,,,,SqFt,,$8.37,,,54¢,30¢,Onyx Black SqFt $8.37 54¢ 30¢
15,paver_slab,Valet,Valet — Colours,Colours,,,,SqFt,,$8.06,,,54¢,30¢,Colours SqFt $8.06 54¢ 30¢
15,paver_slab,Victorien mm,Shale,,,,,SqFt,,$5.85,,,54¢,30¢,Shale SqFt $5.85 54¢ 30¢
15,paver_slab,Victorien mm,"Onyx, Chocolate",,,,,SqFt,,$6.15,,,54¢,30¢,"Onyx, Chocolate SqFt $6.15 54¢ 30¢"
15,paver_slab,Villagio,Onyx & Chocolate,,,,,SqFt,,$7.39,,,54¢,30¢,Onyx & Chocolate SqFt $7.39 54¢ 30¢
15,paver_slab,Villagio,Villagio — Colours,Colours,,,,SqFt,,$6.51,,,54¢,30¢,Colours SqFt $6.51 54¢ 30¢
15,paver_slab,Westmount HD²,Onyx Black,,,,,SqFt,,$7.89,,,73¢,39¢,Onyx Black SqFt $7.89 73¢ 39¢
15,paver_slab,Westmount HD²,Westmount HD² — Colours,Colours,,,,SqFt,,$7.51,,,73¢,39¢,Colours SqFt $7.51 73¢ 39¢
15,paver_slab,Fascia,Base,,,,,Piece,,$11.53,,,87¢,66¢,Base Piece $11.53 87¢ 66¢
15,paver_slab,Fascia Iconic Klean-Bloc,Iconic Corner Panel,,,,,Piece,,$25.64,,,45¢,35¢,Iconic Corner Panel Piece $25.64 45¢ 35¢
15,paver_slab,Fascia Rosemont Klean-Bloc,Rosemont Corner Panel,,,,,Piece,,$25.64,,,43¢,35¢,Rosemont Corner Panel Piece $25.64 43¢ 35¢
15,paver_slab,G-Force Wall,Corner,,,,,Piece,,$21.97,,,$1.60,$1.21,Corner Piece $21.97 $1.60 $1.21
16,paver_slab,Raffinato,Smooth Corner & Pillar,,,,,Piece,,$11.96,,,51¢,38¢,Smooth Corner & Pillar Piece $11.96 51¢ 38¢
16,paver_slab,90mm,Smooth Corner & Pillar,,,,,Piece,,$23.99,,,99¢,75¢,Smooth Corner & Pillar Piece $23.99 99¢ 75¢
16,paver_slab,180mm,Polished Corner & Pillar,,,,,Piece,,$15.82,,,61¢,47¢,Polished Corner & Pillar Piece $15.82 61¢ 47¢
16,paver_slab,90mm - Custom Order,Polished Corner & Pillar,,,,,Piece,,$31.84,,,$1.20,92¢,Polished Corner & Pillar Piece $31.84 $1.20 92¢
16,paver_slab,Sandstone Thin Set Vaneer Wall,Grey **,,,,,SqFt,,$21.44,,,91¢,70¢,Grey ** SqFt $21.44 91¢ 70¢
16,paver_slab,Sandstone Thin Set Vaneer Wall,Beige **,,,,,SqFt,,$19.97,,,91¢,70¢,Beige ** SqFt $19.97 91¢ 70¢
